Age,Job,Marital Status,Education,Default,Housing Loan,Personal Loan,Contact Type,Month,Day of Week,Last Call Duration,Calls in this Campaign,Days passed after previous campaign,Calls in previous Campaign,Previous Campaign Outcome,Employment Variation Rate,Consumer Price Index,Consumer Confidence Index,Euribor 3M,Number of people employed
44,Blue-collar,Single,Professional course,No,No,No,Cellular,Mar,Mon,239,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.811,5099.1
28,Technician,Single,University degree,No,Yes,Yes,Cellular,Mar,Mon,54,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.811,5099.1
30,Management,Married,University degree,No,Yes,No,Cellular,Mar,Mon,170,3,999,0,Nonexistent,-1.8,92.843,-50.0,1.811,5099.1
26,Admin.,Married,University degree,No,Yes,No,Cellular,Mar,Mon,175,5,999,0,Nonexistent,-1.8,92.843,-50.0,1.811,5099.1
28,Technician,Single,University degree,No,Yes,No,Cellular,Mar,Mon,120,3,999,0,Nonexistent,-1.8,92.843,-50.0,1.811,5099.1
26,Student,Single,Basic 9y,No,Yes,No,Cellular,Mar,Mon,59,2,999,0,Nonexistent,-1.8,92.843,-50.0,1.811,5099.1
28,Technician,Single,University degree,No,No,No,Cellular,Mar,Mon,56,2,999,0,Nonexistent,-1.8,92.843,-50.0,1.811,5099.1
26,Student,Single,Basic 9y,No,Yes,No,Cellular,Mar,Mon,1447,2,999,0,Nonexistent,-1.8,92.843,-50.0,1.811,5099.1
26,Admin.,Married,University degree,No,Yes,No,Cellular,Mar,Mon,76,2,999,0,Nonexistent,-1.8,92.843,-50.0,1.811,5099.1
70,Retired,Divorced,Basic 4y,No,Yes,No,Cellular,Mar,Mon,187,3,999,0,Nonexistent,-1.8,92.843,-50.0,1.811,5099.1
28,Technician,Single,University degree,No,Yes,No,Cellular,Mar,Mon,131,12,999,0,Nonexistent,-1.8,92.843,-50.0,1.811,5099.1
61,Admin.,Married,University degree,No,Yes,No,Cellular,Mar,Mon,136,6,999,0,Nonexistent,-1.8,92.843,-50.0,1.811,5099.1
26,Student,Single,Basic 9y,No,No,Yes,Cellular,Mar,Mon,889,4,999,0,Nonexistent,-1.8,92.843,-50.0,1.811,5099.1
48,Admin.,Married,Basic 6y,No,Yes,No,Telephone,Mar,Mon,382,2,999,0,Nonexistent,-1.8,92.843,-50.0,1.811,5099.1
26,Student,Single,Basic 9y,No,Yes,No,Cellular,Mar,Mon,294,3,999,0,Nonexistent,-1.8,92.843,-50.0,1.811,5099.1
30,Management,Married,University degree,No,No,No,Telephone,Mar,Mon,88,3,999,0,Nonexistent,-1.8,92.843,-50.0,1.811,5099.1
31,Admin.,Single,University degree,No,No,Yes,Telephone,Mar,Mon,39,2,999,0,Nonexistent,-1.8,92.843,-50.0,1.811,5099.1
28,Admin.,Single,High school,No,Yes,No,Cellular,Mar,Tue,143,2,999,0,Nonexistent,-1.8,92.843,-50.0,1.7990000000000002,5099.1
42,Entrepreneur,Married,Basic 9y,No,Unknown,Unknown,Cellular,Mar,Tue,133,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.7990000000000002,5099.1
66,Technician,Married,Professional course,No,Yes,No,Cellular,Mar,Tue,83,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.7990000000000002,5099.1
26,Unknown,Single,Basic 9y,No,No,No,Cellular,Mar,Tue,212,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.7990000000000002,5099.1
34,Management,Married,University degree,No,No,No,Cellular,Mar,Tue,499,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.7990000000000002,5099.1
35,Admin.,Married,High school,No,Yes,No,Cellular,Mar,Tue,350,3,999,0,Nonexistent,-1.8,92.843,-50.0,1.7990000000000002,5099.1
34,Management,Married,University degree,No,Yes,No,Cellular,Mar,Tue,225,5,999,0,Nonexistent,-1.8,92.843,-50.0,1.7990000000000002,5099.1
24,Services,Single,Unknown,No,No,No,Cellular,Mar,Tue,103,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.7990000000000002,5099.1
28,Student,Single,Basic 9y,No,Yes,No,Cellular,Mar,Tue,320,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.7990000000000002,5099.1
28,Student,Single,Basic 9y,No,Yes,No,Cellular,Mar,Tue,156,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.7990000000000002,5099.1
36,Admin.,Married,High school,No,No,No,Cellular,Mar,Tue,168,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.7990000000000002,5099.1
43,Blue-collar,Married,Basic 9y,No,No,No,Cellular,Mar,Tue,180,2,999,0,Nonexistent,-1.8,92.843,-50.0,1.7990000000000002,5099.1
24,Services,Single,Unknown,No,Yes,No,Cellular,Mar,Tue,305,13,999,0,Nonexistent,-1.8,92.843,-50.0,1.7990000000000002,5099.1
28,Student,Single,Basic 9y,No,Yes,No,Cellular,Mar,Tue,96,2,999,0,Nonexistent,-1.8,92.843,-50.0,1.7990000000000002,5099.1
32,Technician,Married,Professional course,No,No,Yes,Telephone,Mar,Wed,92,5,999,0,Nonexistent,-1.8,92.843,-50.0,1.778,5099.1
41,Services,Married,High school,No,No,No,Cellular,Mar,Wed,377,6,999,0,Nonexistent,-1.8,92.843,-50.0,1.778,5099.1
41,Services,Married,High school,No,No,No,Cellular,Mar,Wed,396,2,999,0,Nonexistent,-1.8,92.843,-50.0,1.778,5099.1
23,Admin.,Single,University degree,No,Unknown,Unknown,Cellular,Mar,Thu,308,2,999,1,Failure,-1.8,92.843,-50.0,1.757,5099.1
38,Technician,Married,Professional course,No,No,No,Cellular,Mar,Thu,66,3,999,0,Nonexistent,-1.8,92.843,-50.0,1.757,5099.1
38,Technician,Married,Professional course,No,No,No,Cellular,Mar,Thu,92,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.757,5099.1
44,Management,Married,Basic 6y,No,Yes,No,Cellular,Mar,Thu,61,2,999,0,Nonexistent,-1.8,92.843,-50.0,1.757,5099.1
38,Technician,Married,Professional course,No,Yes,Yes,Cellular,Mar,Thu,63,2,999,0,Nonexistent,-1.8,92.843,-50.0,1.757,5099.1
33,Admin.,Divorced,High school,No,Yes,No,Cellular,Mar,Thu,86,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.757,5099.1
23,Admin.,Single,University degree,No,Yes,No,Cellular,Mar,Thu,64,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.757,5099.1
44,Management,Married,Basic 6y,No,Yes,Yes,Cellular,Mar,Thu,218,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.757,5099.1
33,Management,Married,University degree,No,Yes,No,Telephone,Mar,Thu,181,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.757,5099.1
44,Management,Married,Basic 6y,No,Yes,No,Cellular,Mar,Thu,53,3,999,0,Nonexistent,-1.8,92.843,-50.0,1.757,5099.1
38,Technician,Married,Professional course,No,Yes,No,Cellular,Mar,Thu,182,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.757,5099.1
23,Admin.,Single,University degree,No,Yes,No,Cellular,Mar,Thu,90,2,999,0,Nonexistent,-1.8,92.843,-50.0,1.757,5099.1
33,Admin.,Divorced,High school,No,No,No,Cellular,Mar,Thu,41,2,999,0,Nonexistent,-1.8,92.843,-50.0,1.757,5099.1
38,Technician,Married,Professional course,No,No,Yes,Cellular,Mar,Thu,137,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.757,5099.1
38,Technician,Married,Professional course,No,No,No,Cellular,Mar,Thu,119,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.757,5099.1
38,Technician,Married,Professional course,No,No,No,Cellular,Mar,Thu,106,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.757,5099.1
38,Technician,Married,Professional course,No,No,Yes,Cellular,Mar,Thu,196,2,999,0,Nonexistent,-1.8,92.843,-50.0,1.757,5099.1
32,Admin.,Married,High school,No,No,No,Cellular,Mar,Thu,115,2,999,0,Nonexistent,-1.8,92.843,-50.0,1.757,5099.1
38,Technician,Married,Professional course,No,No,No,Cellular,Mar,Thu,84,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.757,5099.1
76,Retired,Married,University degree,No,No,Yes,Cellular,Mar,Thu,167,9,999,0,Nonexistent,-1.8,92.843,-50.0,1.757,5099.1
38,Technician,Married,Professional course,No,No,Yes,Cellular,Mar,Fri,195,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.726,5099.1
34,Technician,Single,Professional course,No,No,No,Cellular,Mar,Fri,229,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.726,5099.1
34,Technician,Single,Professional course,No,Yes,No,Cellular,Mar,Fri,227,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.726,5099.1
34,Technician,Single,Professional course,No,Yes,Yes,Cellular,Mar,Fri,136,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.726,5099.1
38,Technician,Married,Professional course,No,Yes,No,Cellular,Mar,Fri,119,5,999,0,Nonexistent,-1.8,92.843,-50.0,1.726,5099.1
38,Technician,Married,Professional course,No,Yes,No,Cellular,Mar,Fri,166,3,999,0,Nonexistent,-1.8,92.843,-50.0,1.726,5099.1
38,Technician,Married,Professional course,No,Yes,No,Cellular,Mar,Fri,363,2,10,1,Success,-1.8,92.843,-50.0,1.726,5099.1
34,Technician,Single,Professional course,No,Yes,No,Cellular,Mar,Fri,266,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.726,5099.1
34,Technician,Single,Professional course,No,Yes,Yes,Cellular,Mar,Fri,544,3,999,0,Nonexistent,-1.8,92.843,-50.0,1.726,5099.1
34,Technician,Single,Professional course,No,No,No,Cellular,Mar,Fri,301,3,999,0,Nonexistent,-1.8,92.843,-50.0,1.726,5099.1
38,Technician,Married,Professional course,No,Yes,No,Cellular,Mar,Fri,207,2,7,1,Success,-1.8,92.843,-50.0,1.726,5099.1
32,Management,Single,University degree,No,Yes,No,Cellular,Mar,Mon,116,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.703,5099.1
41,Technician,Single,Professional course,No,Yes,No,Cellular,Mar,Mon,101,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.703,5099.1
37,Admin.,Single,University degree,No,Yes,Yes,Cellular,Mar,Mon,161,2,999,0,Nonexistent,-1.8,92.843,-50.0,1.703,5099.1
55,Technician,Single,Professional course,No,Yes,Yes,Cellular,Mar,Mon,217,2,999,0,Nonexistent,-1.8,92.843,-50.0,1.703,5099.1
32,Management,Single,University degree,No,Yes,No,Cellular,Mar,Mon,78,2,999,1,Failure,-1.8,92.843,-50.0,1.703,5099.1
67,Retired,Single,University degree,No,Yes,Yes,Cellular,Mar,Mon,70,22,999,0,Nonexistent,-1.8,92.843,-50.0,1.703,5099.1
32,Management,Single,University degree,No,Yes,No,Cellular,Mar,Mon,75,2,999,0,Nonexistent,-1.8,92.843,-50.0,1.703,5099.1
32,Management,Single,University degree,No,No,No,Cellular,Mar,Mon,93,2,999,1,Failure,-1.8,92.843,-50.0,1.703,5099.1
32,Management,Single,University degree,No,Yes,Yes,Cellular,Mar,Tue,97,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.6869999999999998,5099.1
38,Technician,Married,University degree,No,No,No,Cellular,Mar,Tue,350,2,999,2,Failure,-1.8,92.843,-50.0,1.6869999999999998,5099.1
32,Management,Single,University degree,No,Yes,No,Cellular,Mar,Tue,164,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.6869999999999998,5099.1
73,Retired,Married,University degree,No,Yes,No,Cellular,Mar,Tue,179,1,999,1,Failure,-1.8,92.843,-50.0,1.6869999999999998,5099.1
32,Management,Single,University degree,No,Yes,No,Cellular,Mar,Tue,106,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.6869999999999998,5099.1
31,Blue-collar,Single,High school,No,Yes,No,Cellular,Mar,Tue,272,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.6869999999999998,5099.1
33,Technician,Married,University degree,No,Yes,No,Cellular,Mar,Tue,56,2,999,0,Nonexistent,-1.8,92.843,-50.0,1.6869999999999998,5099.1
32,Management,Single,University degree,No,Yes,No,Cellular,Mar,Tue,71,3,999,0,Nonexistent,-1.8,92.843,-50.0,1.6869999999999998,5099.1
39,Admin.,Single,High school,No,Yes,No,Cellular,Mar,Tue,100,2,999,0,Nonexistent,-1.8,92.843,-50.0,1.6869999999999998,5099.1
39,Admin.,Single,High school,No,No,No,Cellular,Mar,Tue,119,5,999,0,Nonexistent,-1.8,92.843,-50.0,1.6869999999999998,5099.1
38,Technician,Married,University degree,No,Yes,No,Cellular,Mar,Tue,122,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.6869999999999998,5099.1
38,Technician,Married,University degree,No,No,No,Cellular,Mar,Tue,59,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.6869999999999998,5099.1
39,Admin.,Single,High school,No,Yes,No,Cellular,Mar,Tue,395,3,999,0,Nonexistent,-1.8,92.843,-50.0,1.6869999999999998,5099.1
38,Technician,Married,University degree,No,No,No,Cellular,Mar,Tue,261,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.6869999999999998,5099.1
38,Technician,Married,University degree,No,Yes,Yes,Cellular,Mar,Tue,113,1,999,1,Failure,-1.8,92.843,-50.0,1.6869999999999998,5099.1
18,Student,Single,High school,No,Yes,Yes,Cellular,Mar,Tue,103,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.6869999999999998,5099.1
32,Management,Single,University degree,No,Yes,No,Cellular,Mar,Tue,59,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.6869999999999998,5099.1
39,Blue-collar,Single,Basic 4y,No,Yes,No,Telephone,Mar,Tue,137,3,999,0,Nonexistent,-1.8,92.843,-50.0,1.6869999999999998,5099.1
37,Admin.,Married,University degree,No,Yes,Yes,Cellular,Mar,Tue,159,3,999,0,Nonexistent,-1.8,92.843,-50.0,1.6869999999999998,5099.1
30,Student,Single,Basic 4y,No,Yes,Yes,Cellular,Mar,Tue,70,2,999,0,Nonexistent,-1.8,92.843,-50.0,1.6869999999999998,5099.1
32,Management,Single,University degree,No,Yes,No,Cellular,Mar,Tue,427,3,999,0,Nonexistent,-1.8,92.843,-50.0,1.6869999999999998,5099.1
32,Management,Single,University degree,No,Yes,No,Telephone,Mar,Tue,230,2,999,0,Nonexistent,-1.8,92.843,-50.0,1.6869999999999998,5099.1
29,Self-employed,Married,University degree,No,Yes,No,Cellular,Mar,Wed,60,3,999,0,Nonexistent,-1.8,92.843,-50.0,1.663,5099.1
88,Retired,Divorced,Basic 4y,No,Yes,No,Cellular,Mar,Wed,48,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.663,5099.1
29,Self-employed,Married,University degree,No,No,No,Cellular,Mar,Wed,74,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.663,5099.1
88,Retired,Divorced,Basic 4y,No,No,No,Cellular,Mar,Wed,266,2,999,0,Nonexistent,-1.8,92.843,-50.0,1.663,5099.1
29,Self-employed,Married,University degree,No,Yes,No,Cellular,Mar,Wed,95,4,999,0,Nonexistent,-1.8,92.843,-50.0,1.663,5099.1
29,Self-employed,Married,University degree,No,Yes,Yes,Cellular,Mar,Wed,231,1,999,1,Failure,-1.8,92.843,-50.0,1.663,5099.1
88,Retired,Divorced,Basic 4y,No,Yes,Yes,Cellular,Mar,Wed,796,5,999,0,Nonexistent,-1.8,92.843,-50.0,1.663,5099.1
29,Self-employed,Married,University degree,No,No,No,Cellular,Mar,Wed,101,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.663,5099.1
29,Self-employed,Married,University degree,No,No,No,Cellular,Mar,Wed,197,2,999,0,Nonexistent,-1.8,92.843,-50.0,1.663,5099.1
88,Retired,Divorced,Basic 4y,No,Yes,No,Cellular,Mar,Wed,96,6,999,0,Nonexistent,-1.8,92.843,-50.0,1.663,5099.1
60,Retired,Married,Professional course,No,Yes,No,Cellular,Mar,Wed,74,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.663,5099.1
88,Retired,Divorced,Basic 4y,No,Yes,No,Cellular,Mar,Wed,126,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.663,5099.1
88,Retired,Divorced,Basic 4y,No,No,No,Cellular,Mar,Wed,323,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.663,5099.1
88,Retired,Divorced,Basic 4y,No,Yes,No,Cellular,Mar,Wed,85,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.663,5099.1
88,Retired,Divorced,Basic 4y,No,Yes,No,Cellular,Mar,Wed,101,7,999,0,Nonexistent,-1.8,92.843,-50.0,1.663,5099.1
88,Retired,Divorced,Basic 4y,No,Yes,Yes,Cellular,Mar,Wed,103,3,999,0,Nonexistent,-1.8,92.843,-50.0,1.663,5099.1
88,Retired,Divorced,Basic 4y,No,Yes,Yes,Cellular,Mar,Wed,82,2,999,0,Nonexistent,-1.8,92.843,-50.0,1.663,5099.1
88,Retired,Divorced,Basic 4y,No,Yes,No,Cellular,Mar,Wed,188,3,999,0,Nonexistent,-1.8,92.843,-50.0,1.663,5099.1
88,Retired,Divorced,Basic 4y,No,No,No,Cellular,Mar,Wed,203,2,999,0,Nonexistent,-1.8,92.843,-50.0,1.663,5099.1
88,Retired,Divorced,Basic 4y,No,Yes,No,Cellular,Mar,Wed,101,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.663,5099.1
33,Admin.,Married,University degree,No,No,No,Cellular,Mar,Thu,56,2,999,0,Nonexistent,-1.8,92.843,-50.0,1.65,5099.1
33,Admin.,Married,University degree,No,Yes,No,Cellular,Mar,Thu,71,3,999,0,Nonexistent,-1.8,92.843,-50.0,1.65,5099.1
27,Student,Single,High school,No,Yes,No,Cellular,Mar,Thu,80,4,999,0,Nonexistent,-1.8,92.843,-50.0,1.65,5099.1
26,Management,Single,University degree,No,Yes,No,Cellular,Mar,Thu,119,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.65,5099.1
66,Retired,Married,Basic 4y,No,Yes,No,Cellular,Mar,Thu,156,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.65,5099.1
29,Technician,Married,Professional course,No,No,No,Cellular,Mar,Thu,186,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.65,5099.1
26,Management,Single,University degree,No,No,No,Cellular,Mar,Thu,139,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.65,5099.1
95,Retired,Divorced,Basic 6y,No,No,No,Cellular,Mar,Thu,85,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.65,5099.1
19,Student,Single,Basic 9y,No,Yes,No,Cellular,Mar,Fri,126,4,999,0,Nonexistent,-1.8,92.843,-50.0,1.64,5099.1
28,Self-employed,Single,University degree,No,Yes,No,Cellular,Mar,Fri,186,2,999,0,Nonexistent,-1.8,92.843,-50.0,1.64,5099.1
32,Student,Single,University degree,No,No,No,Cellular,Mar,Fri,61,11,999,0,Nonexistent,-1.8,92.843,-50.0,1.64,5099.1
28,Self-employed,Single,University degree,No,Yes,No,Cellular,Mar,Fri,41,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.64,5099.1
28,Self-employed,Single,University degree,No,No,No,Cellular,Mar,Fri,114,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.64,5099.1
30,Student,Single,High school,No,No,No,Cellular,Mar,Fri,268,5,10,2,Failure,-1.8,92.843,-50.0,1.64,5099.1
28,Self-employed,Single,University degree,No,Yes,Yes,Cellular,Mar,Fri,3076,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.64,5099.1
37,Unemployed,Single,University degree,No,Yes,No,Cellular,Mar,Fri,432,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.64,5099.1
50,Unemployed,Unknown,University degree,No,No,No,Cellular,Mar,Fri,166,2,999,0,Nonexistent,-1.8,92.843,-50.0,1.64,5099.1
28,Self-employed,Single,University degree,No,No,No,Cellular,Mar,Fri,296,2,999,0,Nonexistent,-1.8,92.843,-50.0,1.64,5099.1
70,Retired,Married,Basic 4y,No,Yes,No,Cellular,Mar,Mon,61,6,999,1,Failure,-1.8,92.843,-50.0,1.629,5099.1
70,Retired,Married,Basic 4y,No,No,No,Cellular,Mar,Mon,422,3,999,1,Failure,-1.8,92.843,-50.0,1.629,5099.1
34,Technician,Married,Professional course,No,No,No,Telephone,Mar,Mon,80,4,999,0,Nonexistent,-1.8,92.843,-50.0,1.629,5099.1
30,Admin.,Married,University degree,No,Unknown,Unknown,Cellular,Mar,Mon,291,3,8,1,Success,-1.8,92.843,-50.0,1.629,5099.1
56,Retired,Married,University degree,No,Yes,Yes,Cellular,Mar,Mon,104,2,999,0,Nonexistent,-1.8,92.843,-50.0,1.629,5099.1
34,Technician,Married,Professional course,No,Yes,No,Cellular,Mar,Mon,93,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.629,5099.1
34,Technician,Married,Professional course,No,Yes,Yes,Telephone,Mar,Mon,44,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.629,5099.1
70,Retired,Married,Basic 4y,No,Yes,No,Telephone,Mar,Mon,147,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.629,5099.1
34,Technician,Married,Professional course,No,No,No,Cellular,Mar,Mon,83,13,999,0,Nonexistent,-1.8,92.843,-50.0,1.629,5099.1
28,Technician,Single,University degree,No,No,No,Cellular,Mar,Mon,392,4,999,0,Nonexistent,-1.8,92.843,-50.0,1.629,5099.1
50,Admin.,Divorced,University degree,No,Yes,No,Cellular,Mar,Tue,74,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.614,5099.1
46,Technician,Married,Professional course,No,No,No,Cellular,Mar,Tue,163,2,999,0,Nonexistent,-1.8,92.843,-50.0,1.614,5099.1
33,Admin.,Single,University degree,No,No,No,Cellular,Mar,Tue,406,2,999,1,Failure,-1.8,92.843,-50.0,1.614,5099.1
21,Student,Single,High school,No,No,No,Cellular,Mar,Tue,220,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.614,5099.1
77,Retired,Divorced,Unknown,No,Yes,No,Cellular,Mar,Tue,178,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.614,5099.1
37,Unemployed,Married,University degree,No,Yes,No,Cellular,Mar,Tue,195,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.614,5099.1
33,Admin.,Single,University degree,No,Yes,Yes,Cellular,Mar,Tue,187,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.614,5099.1
33,Technician,Single,University degree,No,Yes,No,Cellular,Mar,Tue,325,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.614,5099.1
29,Technician,Single,Professional course,No,No,No,Cellular,Mar,Tue,299,2,999,0,Nonexistent,-1.8,92.843,-50.0,1.614,5099.1
34,Admin.,Single,University degree,No,No,No,Cellular,Mar,Tue,325,2,999,0,Nonexistent,-1.8,92.843,-50.0,1.614,5099.1
32,Admin.,Single,Professional course,No,Yes,No,Cellular,Mar,Tue,159,2,999,0,Nonexistent,-1.8,92.843,-50.0,1.614,5099.1
32,Admin.,Single,Professional course,No,Yes,Yes,Cellular,Mar,Tue,81,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.614,5099.1
50,Admin.,Divorced,University degree,No,Yes,No,Cellular,Mar,Tue,136,19,999,0,Nonexistent,-1.8,92.843,-50.0,1.614,5099.1
26,Student,Single,High school,No,No,No,Cellular,Mar,Wed,236,2,999,0,Nonexistent,-1.8,92.843,-50.0,1.602,5099.1
33,Blue-collar,Single,High school,No,Yes,No,Cellular,Mar,Wed,140,10,999,0,Nonexistent,-1.8,92.843,-50.0,1.602,5099.1
33,Blue-collar,Single,High school,No,No,No,Cellular,Mar,Wed,278,2,999,0,Nonexistent,-1.8,92.843,-50.0,1.602,5099.1
60,Management,Single,University degree,No,Yes,Yes,Cellular,Mar,Wed,194,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.602,5099.1
24,Admin.,Single,High school,No,Yes,Yes,Cellular,Mar,Wed,224,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.602,5099.1
33,Blue-collar,Single,High school,No,Yes,No,Cellular,Mar,Wed,163,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.602,5099.1
68,Retired,Married,University degree,No,No,No,Cellular,Mar,Wed,201,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.602,5099.1
33,Blue-collar,Single,High school,No,Yes,No,Cellular,Mar,Wed,203,4,999,1,Failure,-1.8,92.843,-50.0,1.602,5099.1
32,Management,Single,University degree,No,No,Yes,Cellular,Mar,Thu,167,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.584,5099.1
24,Admin.,Single,High school,No,No,Yes,Cellular,Mar,Thu,181,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.584,5099.1
36,Admin.,Married,High school,No,Yes,No,Cellular,Mar,Thu,220,3,999,0,Nonexistent,-1.8,92.843,-50.0,1.584,5099.1
24,Management,Married,Unknown,No,No,No,Cellular,Mar,Fri,93,5,999,0,Nonexistent,-1.8,92.843,-50.0,1.574,5099.1
54,Admin.,Married,University degree,No,No,No,Cellular,Mar,Mon,47,2,999,0,Nonexistent,-1.8,92.843,-50.0,1.56,5099.1
31,Admin.,Divorced,University degree,No,No,No,Cellular,Mar,Mon,248,4,999,0,Nonexistent,-1.8,92.843,-50.0,1.56,5099.1
54,Admin.,Married,University degree,No,Yes,No,Cellular,Mar,Mon,415,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.56,5099.1
75,Retired,Divorced,Basic 9y,No,No,No,Cellular,Mar,Mon,233,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.56,5099.1
54,Admin.,Married,University degree,No,Yes,No,Cellular,Mar,Mon,115,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.56,5099.1
27,Unemployed,Single,University degree,No,Yes,No,Cellular,Mar,Mon,269,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.56,5099.1
31,Admin.,Divorced,University degree,No,Yes,Yes,Cellular,Mar,Mon,174,2,999,1,Failure,-1.8,92.843,-50.0,1.56,5099.1
70,Admin.,Divorced,University degree,No,No,No,Cellular,Mar,Mon,83,4,999,0,Nonexistent,-1.8,92.843,-50.0,1.56,5099.1
19,Student,Single,Basic 6y,No,No,No,Cellular,Mar,Tue,136,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.556,5099.1
35,Blue-collar,Single,Professional course,No,Yes,No,Cellular,Mar,Tue,81,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.556,5099.1
29,Blue-collar,Married,Basic 4y,No,Yes,Yes,Cellular,Mar,Tue,74,2,999,0,Nonexistent,-1.8,92.843,-50.0,1.556,5099.1
32,Technician,Divorced,Professional course,No,Yes,Yes,Cellular,Mar,Tue,460,1,999,0,Nonexistent,-1.8,92.843,-50.0,1.556,5099.1
32,Technician,Divorced,Professional course,No,No,No,Cellular,Mar,Tue,115,2,999,0,Nonexistent,-1.8,92.843,-50.0,1.556,5099.1
28,Technician,Single,Professional course,No,Yes,No,Telephone,Mar,Tue,58,2,999,0,Nonexistent,-1.8,92.843,-50.0,1.556,5099.1
29,Blue-collar,Single,Basic 9y,No,Yes,No,Cellular,Mar,Tue,116,2,999,0,Nonexistent,-1.8,92.843,-50.0,1.556,5099.1
61,Retired,Married,Basic 9y,No,No,Yes,Cellular,Mar,Tue,125,2,999,0,Nonexistent,-1.8,92.843,-50.0,1.556,5099.1
32,Technician,Divorced,Professional course,No,Yes,No,Cellular,Mar,Tue,144,2,999,0,Nonexistent,-1.8,92.843,-50.0,1.556,5099.1
29,Blue-collar,Single,Basic 9y,No,Yes,No,Cellular,Mar,Tue,152,13,999,0,Nonexistent,-1.8,92.843,-50.0,1.556,5099.1
31,Admin.,Married,University degree,No,Yes,No,Cellular,Mar,Tue,170,3,999,0,Nonexistent,-1.8,92.843,-50.0,1.556,5099.1
